Chain	ctx11	ctx12	ctx13	ctx21	ctx22	ctx23	STD	TC	diff
t12	2	5	6	4	3	1	76	74	2
t13	2	5	6	4	3	1	210	205	5
t21	2	5	6	4	3	1	71	71	0
t22	2	6	1	3	4	5	0	46	-46
t23	2	6	1	3	4	5	0	51	-51
t11	2	6	1	3	4	5	0	14	-14
t12	2	6	1	3	4	5	0	108	-108
t13	2	6	1	3	4	5	0	14	-14
t21	2	6	1	3	4	5	0	27	-27
t22	2	6	1	3	5	4	0	66	-66
t23	2	6	1	3	5	4	0	35	-35
t11	2	6	1	3	5	4	0	14	-14
t12	2	6	1	3	5	4	0	109	-109
t13	2	6	1	3	5	4	0	15	-15
t21	2	6	1	3	5	4	0	27	-27
t22	2	6	1	4	3	5	0	33	-33
t23	2	6	1	4	3	5	0	51	-51
t11	2	6	1	4	3	5	0	14	-14
t12	2	6	1	4	3	5	0	108	-108
t13	2	6	1	4	3	5	0	15	-15
t21	2	6	1	4	3	5	0	46	-46
t22	2	6	1	4	5	3	0	66	-66
t23	2	6	1	4	5	3	0	29	-29
t11	2	6	1	4	5	3	0	14	-14
t12	2	6	1	4	5	3	0	113	-113
t13	2	6	1	4	5	3	0	16	-16
t21	2	6	1	4	5	3	0	32	-32
t22	2	6	1	5	3	4	0	33	-33
t23	2	6	1	5	3	4	0	49	-49
t11	2	6	1	5	3	4	0	14	-14
t12	2	6	1	5	3	4	0	128	-128
t13	2	6	1	5	3	4	0	18	-18
t21	2	6	1	5	3	4	0	75	-75
t22	2	6	1	5	4	3	0	48	-48
t23	2	6	1	5	4	3	0	30	-30
t11	2	6	1	5	4	3	0	14	-14
t12	2	6	1	5	4	3	0	128	-128
t13	2	6	1	5	4	3	0	18	-18
t21	2	6	1	5	4	3	0	75	-75
t22	2	6	3	1	4	5	0	46	-46
t23	2	6	3	1	4	5	0	51	-51
t11	2	6	3	1	4	5	0	13	-13
t12	2	6	3	1	4	5	0	89	-89
t13	2	6	3	1	4	5	0	54	-54
t21	2	6	3	1	4	5	0	3	-3
t22	2	6	3	1	5	4	0	51	-51
t23	2	6	3	1	5	4	0	32	-32
t11	2	6	3	1	5	4	0	13	-13
t12	2	6	3	1	5	4	0	89	-89
t13	2	6	3	1	5	4	0	54	-54
t21	2	6	3	1	5	4	0	3	-3
t22	2	6	3	4	1	5	0	9	-9
t23	2	6	3	4	1	5	0	51	-51
t11	2	6	3	4	1	5	0	19	-19
t12	2	6	3	4	1	5	0	111	-111
t13	2	6	3	4	1	5	0	75	-75
t21	2	6	3	4	1	5	0	46	-46
t22	2	6	3	4	5	1	0	66	-66
t23	2	6	3	4	5	1	0	5	-5
t11	2	6	3	4	5	1	0	15	-15
t12	2	6	3	4	5	1	0	114	-114
t13	2	6	3	4	5	1	0	61	-61
t21	2	6	3	4	5	1	0	32	-32
t22	2	6	3	5	1	4	0	9	-9
t23	2	6	3	5	1	4	0	48	-48
t11	2	6	3	5	1	4	0	19	-19
t12	2	6	3	5	1	4	0	133	-133
t13	2	6	3	5	1	4	0	77	-77
t21	2	6	3	5	1	4	0	75	-75
t22	2	6	3	5	4	1	0	48	-48
t23	2	6	3	5	4	1	0	6	-6
t11	2	6	3	5	4	1	0	15	-15
t12	2	6	3	5	4	1	0	129	-129
t13	2	6	3	5	4	1	0	73	-73
t21	2	6	3	5	4	1	0	75	-75
t22	2	6	4	1	3	5	0	32	-32
t23	2	6	4	1	3	5	0	51	-51
t11	2	6	4	1	3	5	0	13	-13
t12	2	6	4	1	3	5	0	89	-89
t13	2	6	4	1	3	5	0	73	-73
t21	2	6	4	1	3	5	0	3	-3
t22	2	6	4	1	5	3	0	51	-51
t23	2	6	4	1	5	3	0	28	-28
t11	2	6	4	1	5	3	0	13	-13
t12	2	6	4	1	5	3	0	89	-89
t13	2	6	4	1	5	3	0	60	-60
t21	2	6	4	1	5	3	0	3	-3
t22	2	6	4	3	1	5	0	9	-9
t23	2	6	4	3	1	5	0	51	-51
t11	2	6	4	3	1	5	0	19	-19
t12	2	6	4	3	1	5	0	109	-109
t13	2	6	4	3	1	5	0	100	-100
t21	2	6	4	3	1	5	0	32	-32
t22	2	6	4	3	5	1	0	66	-66
t23	2	6	4	3	5	1	0	5	-5
t11	2	6	4	3	5	1	0	15	-15
t12	2	6	4	3	5	1	0	110	-110
t13	2	6	4	3	5	1	0	74	-74
t21	2	6	4	3	5	1	0	28	-28
t22	2	6	4	5	1	3	0	9	-9
t23	2	6	4	5	1	3	0	34	-34
t11	2	6	4	5	1	3	0	19	-19
t12	2	6	4	5	1	3	0	133	-133
t13	2	6	4	5	1	3	0	92	-92
t21	2	6	4	5	1	3	0	75	-75
t22	2	6	4	5	3	1	0	34	-34
t23	2	6	4	5	3	1	0	6	-6
t11	2	6	4	5	3	1	0	15	-15
t12	2	6	4	5	3	1	0	129	-129
t13	2	6	4	5	3	1	0	92	-92
t21	2	6	4	5	3	1	0	75	-75
t22	2	6	5	1	3	4	0	32	-32
t23	2	6	5	1	3	4	0	47	-47
t11	2	6	5	1	3	4	0	13	-13
t12	2	6	5	1	3	4	0	89	-89
t13	2	6	5	1	3	4	0	115	-115
t21	2	6	5	1	3	4	0	3	-3
t22	2	6	5	1	4	3	0	47	-47
t23	2	6	5	1	4	3	0	28	-28
t11	2	6	5	1	4	3	0	13	-13
t12	2	6	5	1	4	3	0	89	-89
t13	2	6	5	1	4	3	0	115	-115
t21	2	6	5	1	4	3	0	3	-3
t22	2	6	5	3	1	4	0	9	-9
t23	2	6	5	3	1	4	0	47	-47
t11	2	6	5	3	1	4	0	19	-19
t12	2	6	5	3	1	4	0	109	-109
t13	2	6	5	3	1	4	0	120	-120
t21	2	6	5	3	1	4	0	32	-32
t22	2	6	5	3	4	1	0	52	-52
t23	2	6	5	3	4	1	0	5	-5
t11	2	6	5	3	4	1	0	15	-15
t12	2	6	5	3	4	1	0	110	-110
t13	2	6	5	3	4	1	0	135	-135
t21	2	6	5	3	4	1	0	28	-28
t22	2	6	5	4	1	3	0	9	-9
t23	2	6	5	4	1	3	0	34	-34
t11	2	6	5	4	1	3	0	19	-19
t12	2	6	5	4	1	3	0	111	-111
t13	2	6	5	4	1	3	0	126	-126
t21	2	6	5	4	1	3	0	47	-47
t22	2	6	5	4	3	1	0	34	-34
t23	2	6	5	4	3	1	0	6	-6
t11	2	6	5	4	3	1	0	15	-15
t12	2	6	5	4	3	1	0	129	-129
t13	2	6	5	4	3	1	0	156	-156
t21	2	6	5	4	3	1	0	71	-71
t22	3	1	2	4	5	6	209	146	63
t23	3	1	2	4	5	6	558	466	92
t11	3	1	2	4	5	6	29	23	6
t12	3	1	2	4	5	6	3	3	0
t13	3	1	2	4	5	6	12	8	4
t21	3	1	2	4	5	6	95	73	22
t22	3	1	2	4	6	5	529	244	285
t23	3	1	2	4	6	5	255	147	108
t11	3	1	2	4	6	5	29	23	6
t12	3	1	2	4	6	5	3	3	0
t13	3	1	2	4	6	5	12	8	4
t21	3	1	2	4	6	5	95	73	22
t22	3	1	2	5	4	6	522	151	371
t23	3	1	2	5	4	6	2003	466	1537
t11	3	1	2	5	4	6	29	23	6
t12	3	1	2	5	4	6	3	3	0
t13	3	1	2	5	4	6	12	8	4
t21	3	1	2	5	4	6	948	155	793
t22	3	1	2	5	6	4	1213	265	948
t23	3	1	2	5	6	4	386	125	261
t11	3	1	2	5	6	4	29	23	6
t12	3	1	2	5	6	4	3	3	0
t13	3	1	2	5	6	4	12	8	4
t21	3	1	2	5	6	4	568	94	474
t22	3	1	2	6	4	5	0	191	-191
t23	3	1	2	6	4	5	0	183	-183
t11	3	1	2	6	4	5	0	23	-23
t12	3	1	2	6	4	5	0	3	-3
t13	3	1	2	6	4	5	0	8	-8
t21	3	1	2	6	4	5	0	213	-213
t22	3	1	2	6	5	4	0	212	-212
t23	3	1	2	6	5	4	0	142	-142
t11	3	1	2	6	5	4	0	23	-23
t12	3	1	2	6	5	4	0	3	-3
t13	3	1	2	6	5	4	0	8	-8
t21	3	1	2	6	5	4	0	213	-213
t22	3	1	4	2	5	6	133	133	0
t23	3	1	4	2	5	6	308	306	2
t11	3	1	4	2	5	6	17	17	0
t12	3	1	4	2	5	6	3	3	0
t13	3	1	4	2	5	6	47	47	0
t21	3	1	4	2	5	6	7	5	2
t22	3	1	4	2	6	5	294	176	118
t23	3	1	4	2	6	5	180	130	50
t11	3	1	4	2	6	5	17	17	0
t12	3	1	4	2	6	5	3	3	0
t13	3	1	4	2	6	5	47	47	0
t21	3	1	4	2	6	5	7	5	2
t22	3	1	4	5	2	6	0	19	-19
t23	3	1	4	5	2	6	0	435	-435
t11	3	1	4	5	2	6	0	23	-23
t12	3	1	4	5	2	6	0	3	-3
t13	3	1	4	5	2	6	0	58	-58
t21	3	1	4	5	2	6	0	155	-155
t22	3	1	4	5	6	2	0	265	-265
t23	3	1	4	5	6	2	0	9	-9
t11	3	1	4	5	6	2	0	19	-19
t12	3	1	4	5	6	2	0	3	-3
t13	3	1	4	5	6	2	0	49	-49
t21	3	1	4	5	6	2	0	94	-94
t22	3	1	4	6	2	5	0	27	-27
t23	3	1	4	6	2	5	0	166	-166
t11	3	1	4	6	2	5	0	23	-23
t12	3	1	4	6	2	5	0	3	-3
t13	3	1	4	6	2	5	0	58	-58
t21	3	1	4	6	2	5	0	213	-213
t22	3	1	4	6	5	2	0	212	-212
t23	3	1	4	6	5	2	0	10	-10
t11	3	1	4	6	5	2	0	19	-19
t12	3	1	4	6	5	2	0	3	-3
t13	3	1	4	6	5	2	0	49	-49
t21	3	1	4	6	5	2	0	213	-213
t22	3	1	5	2	4	6	50	50	0
t23	3	1	5	2	4	6	255	242	13
t11	3	1	5	2	4	6	17	17	0
t12	3	1	5	2	4	6	3	3	0
t13	3	1	5	2	4	6	68	68	0
t21	3	1	5	2	4	6	7	5	2
t22	3	1	5	2	6	4	294	176	118
t23	3	1	5	2	6	4	61	47	14
t11	3	1	5	2	6	4	17	17	0
t12	3	1	5	2	6	4	3	3	0
t13	3	1	5	2	6	4	110	52	58
t21	3	1	5	2	6	4	7	5	2
t22	3	1	5	4	2	6	15	11	4
t23	3	1	5	4	2	6	388	349	39
t11	3	1	5	4	2	6	25	23	2
t12	3	1	5	4	2	6	3	3	0
t13	3	1	5	4	2	6	99	89	10
t21	3	1	5	4	2	6	50	50	0
t22	3	1	5	4	6	2	808	205	603
t23	3	1	5	4	6	2	29	9	20
t11	3	1	5	4	6	2	76	19	57
t12	3	1	5	4	6	2	6	3	3
t13	3	1	5	4	6	2	249	53	196
t21	3	1	5	4	6	2	174	34	140
t22	3	1	5	6	2	4	0	27	-27
t23	3	1	5	6	2	4	0	66	-66
t11	3	1	5	6	2	4	0	23	-23
t12	3	1	5	6	2	4	0	3	-3
t13	3	1	5	6	2	4	0	75	-75
t21	3	1	5	6	2	4	0	213	-213
t22	3	1	5	6	4	2	0	92	-92
t23	3	1	5	6	4	2	0	9	-9
t11	3	1	5	6	4	2	0	19	-19
t12	3	1	5	6	4	2	0	3	-3
t13	3	1	5	6	4	2	0	71	-71
t21	3	1	5	6	4	2	0	213	-213
t22	3	1	6	2	4	5	50	50	0
t23	3	1	6	2	4	5	55	55	0
t11	3	1	6	2	4	5	17	17	0
t12	3	1	6	2	4	5	3	3	0
t13	3	1	6	2	4	5	113	113	0
t21	3	1	6	2	4	5	7	5	2
t22	3	1	6	2	5	4	72	72	0
t23	3	1	6	2	5	4	34	34	0
t11	3	1	6	2	5	4	17	17	0
t12	3	1	6	2	5	4	3	3	0
t13	3	1	6	2	5	4	130	130	0
t21	3	1	6	2	5	4	7	5	2
t22	3	1	6	4	2	5	15	11	4
t23	3	1	6	4	2	5	88	88	0
t11	3	1	6	4	2	5	25	23	2
t12	3	1	6	4	2	5	3	3	0
t13	3	1	6	4	2	5	155	141	14
t21	3	1	6	4	2	5	50	50	0
t22	3	1	6	4	5	2	74	72	2
t23	3	1	6	4	5	2	12	8	4
t11	3	1	6	4	5	2	26	19	7
t12	3	1	6	4	5	2	3	3	0
t13	3	1	6	4	5	2	163	133	30
t21	3	1	6	4	5	2	53	34	19
t22	3	1	6	5	2	4	20	12	8
t23	3	1	6	5	2	4	88	65	23
t11	3	1	6	5	2	4	36	23	13
t12	3	1	6	5	2	4	4	3	1
t13	3	1	6	5	2	4	189	158	31
t21	3	1	6	5	2	4	95	93	2
t22	3	1	6	5	4	2	113	65	48
t23	3	1	6	5	4	2	13	8	5
t11	3	1	6	5	4	2	33	19	14
t12	3	1	6	5	4	2	3	3	0
t13	3	1	6	5	4	2	229	154	75
t21	3	1	6	5	4	2	150	93	57
t22	3	2	1	4	5	6	234	146	88
t23	3	2	1	4	5	6	658	466	192
t11	3	2	1	4	5	6	39	23	16
t12	3	2	1	4	5	6	20	7	13
t13	3	2	1	4	5	6	10	6	4
t21	3	2	1	4	5	6	115	73	42
t22	3	2	1	4	6	5	591	244	347
t23	3	2	1	4	6	5	311	147	164
t11	3	2	1	4	6	5	39	23	16
t12	3	2	1	4	6	5	20	7	13
t13	3	2	1	4	6	5	10	6	4
t21	3	2	1	4	6	5	115	73	42
t22	3	2	1	5	4	6	681	151	530
t23	3	2	1	5	4	6	2518	466	2052
t11	3	2	1	5	4	6	39	23	16
t12	3	2	1	5	4	6	20	7	13
t13	3	2	1	5	4	6	10	6	4
t21	3	2	1	5	4	6	1195	155	1040
t22	3	2	1	5	6	4	1488	265	1223
t23	3	2	1	5	6	4	486	125	361
t11	3	2	1	5	6	4	39	23	16
t12	3	2	1	5	6	4	20	7	13
t13	3	2	1	5	6	4	10	6	4
t21	3	2	1	5	6	4	715	94	621
t22	3	2	1	6	4	5	0	191	-191
t23	3	2	1	6	4	5	0	183	-183
t11	3	2	1	6	4	5	0	23	-23
t12	3	2	1	6	4	5	0	7	-7
t13	3	2	1	6	4	5	0	6	-6
t21	3	2	1	6	4	5	0	213	-213
t22	3	2	1	6	5	4	0	212	-212
t23	3	2	1	6	5	4	0	142	-142
t11	3	2	1	6	5	4	0	23	-23
t12	3	2	1	6	5	4	0	7	-7
t13	3	2	1	6	5	4	0	6	-6
t21	3	2	1	6	5	4	0	213	-213
t22	3	2	4	1	5	6	133	133	0
t23	3	2	4	1	5	6	304	304	0
t11	3	2	4	1	5	6	17	17	0
t12	3	2	4	1	5	6	6	6	0
t13	3	2	4	1	5	6	47	47	0
t21	3	2	4	1	5	6	3	3	0
t22	3	2	4	1	6	5	294	175	119
t23	3	2	4	1	6	5	180	130	50
t11	3	2	4	1	6	5	17	17	0
t12	3	2	4	1	6	5	6	6	0
t13	3	2	4	1	6	5	47	47	0
t21	3	2	4	1	6	5	3	3	0
t22	3	2	4	5	1	6	0	17	-17
t23	3	2	4	5	1	6	0	433	-433
t11	3	2	4	5	1	6	0	23	-23
t12	3	2	4	5	1	6	0	12	-12
t13	3	2	4	5	1	6	0	67	-67
t21	3	2	4	5	1	6	0	155	-155
t22	3	2	4	5	6	1	0	265	-265
t23	3	2	4	5	6	1	0	7	-7
t11	3	2	4	5	6	1	0	19	-19
t12	3	2	4	5	6	1	0	8	-8
t13	3	2	4	5	6	1	0	49	-49
t21	3	2	4	5	6	1	0	94	-94
t22	3	2	4	6	1	5	0	25	-25
t23	3	2	4	6	1	5	0	166	-166
t11	3	2	4	6	1	5	0	23	-23
t12	3	2	4	6	1	5	0	12	-12
t13	3	2	4	6	1	5	0	67	-67
t21	3	2	4	6	1	5	0	213	-213
t22	3	2	4	6	5	1	0	212	-212
t23	3	2	4	6	5	1	0	8	-8
t11	3	2	4	6	5	1	0	19	-19
t12	3	2	4	6	5	1	0	8	-8
t13	3	2	4	6	5	1	0	49	-49
t21	3	2	4	6	5	1	0	213	-213
t22	3	2	5	1	4	6	50	50	0
t23	3	2	5	1	4	6	240	240	0
t11	3	2	5	1	4	6	17	17	0
t12	3	2	5	1	4	6	6	6	0
t13	3	2	5	1	4	6	68	68	0
t21	3	2	5	1	4	6	3	3	0
t22	3	2	5	1	6	4	294	175	119
t23	3	2	5	1	6	4	61	47	14
t11	3	2	5	1	6	4	17	17	0
t12	3	2	5	1	6	4	6	6	0
t13	3	2	5	1	6	4	113	54	59
t21	3	2	5	1	6	4	3	3	0
t22	3	2	5	4	1	6	9	9	0
t23	3	2	5	4	1	6	388	347	41
t11	3	2	5	4	1	6	25	23	2
t12	3	2	5	4	1	6	12	12	0
t13	3	2	5	4	1	6	106	91	15
t21	3	2	5	4	1	6	50	50	0
t22	3	2	5	4	6	1	1151	205	946
t23	3	2	5	4	6	1	17	7	10
t11	3	2	5	4	6	1	95	19	76
t12	3	2	5	4	6	1	72	8	64
t13	3	2	5	4	6	1	352	58	294
t21	3	2	5	4	6	1	215	34	181
t22	3	2	5	6	1	4	0	25	-25
t23	3	2	5	6	1	4	0	66	-66
t11	3	2	5	6	1	4	0	23	-23
t12	3	2	5	6	1	4	0	12	-12
t13	3	2	5	6	1	4	0	84	-84
t21	3	2	5	6	1	4	0	213	-213
t22	3	2	5	6	4	1	0	92	-92
t23	3	2	5	6	4	1	0	7	-7
t11	3	2	5	6	4	1	0	19	-19
t12	3	2	5	6	4	1	0	8	-8
t13	3	2	5	6	4	1	0	76	-76
t21	3	2	5	6	4	1	0	213	-213
t22	3	2	6	1	4	5	50	50	0
t23	3	2	6	1	4	5	55	55	0
t11	3	2	6	1	4	5	17	17	0
t12	3	2	6	1	4	5	6	6	0
t13	3	2	6	1	4	5	116	116	0
t21	3	2	6	1	4	5	3	3	0
t22	3	2	6	1	5	4	72	72	0
t23	3	2	6	1	5	4	34	34	0
t11	3	2	6	1	5	4	17	17	0
t12	3	2	6	1	5	4	6	6	0
t13	3	2	6	1	5	4	133	133	0
t21	3	2	6	1	5	4	3	3	0
t22	3	2	6	4	1	5	9	9	0
t23	3	2	6	4	1	5	88	88	0
t11	3	2	6	4	1	5	25	23	2
t12	3	2	6	4	1	5	12	12	0
t13	3	2	6	4	1	5	164	150	14
t21	3	2	6	4	1	5	50	50	0
t22	3	2	6	4	5	1	74	72	2
t23	3	2	6	4	5	1	6	6	0
t11	3	2	6	4	5	1	26	19	7
t12	3	2	6	4	5	1	13	8	5
t13	3	2	6	4	5	1	173	138	35
t21	3	2	6	4	5	1	53	34	19
t22	3	2	6	5	1	4	12	10	2
t23	3	2	6	5	1	4	88	65	23
t11	3	2	6	5	1	4	36	23	13
t12	3	2	6	5	1	4	22	12	10
t13	3	2	6	5	1	4	207	167	40
t21	3	2	6	5	1	4	95	93	2
t22	3	2	6	5	4	1	113	65	48
t23	3	2	6	5	4	1	7	6	1
t11	3	2	6	5	4	1	33	19	14
t12	3	2	6	5	4	1	18	8	10
t13	3	2	6	5	4	1	244	159	85
t21	3	2	6	5	4	1	150	93	57
t22	3	4	1	2	5	6	0	133	-133
t23	3	4	1	2	5	6	0	308	-308
t11	3	4	1	2	5	6	0	17	-17
t12	3	4	1	2	5	6	0	48	-48
t13	3	4	1	2	5	6	0	8	-8
t21	3	4	1	2	5	6	0	7	-7
t22	3	4	1	2	6	5	0	178	-178
t23	3	4	1	2	6	5	0	132	-132
t11	3	4	1	2	6	5	0	17	-17
t12	3	4	1	2	6	5	0	48	-48
t13	3	4	1	2	6	5	0	8	-8
t21	3	4	1	2	6	5	0	7	-7
t22	3	4	1	5	2	6	0	21	-21
t23	3	4	1	5	2	6	0	437	-437
t11	3	4	1	5	2	6	0	23	-23
t12	3	4	1	5	2	6	0	58	-58
t13	3	4	1	5	2	6	0	12	-12
t21	3	4	1	5	2	6	0	155	-155
t22	3	4	1	5	6	2	0	265	-265
t23	3	4	1	5	6	2	0	11	-11
t11	3	4	1	5	6	2	0	19	-19
t12	3	4	1	5	6	2	0	50	-50
t13	3	4	1	5	6	2	0	10	-10
t21	3	4	1	5	6	2	0	94	-94
t22	3	4	1	6	2	5	0	29	-29
t23	3	4	1	6	2	5	0	166	-166
t11	3	4	1	6	2	5	0	23	-23
t12	3	4	1	6	2	5	0	58	-58
t13	3	4	1	6	2	5	0	12	-12
t21	3	4	1	6	2	5	0	213	-213
t22	3	4	1	6	5	2	0	212	-212
t23	3	4	1	6	5	2	0	12	-12
t11	3	4	1	6	5	2	0	19	-19
t12	3	4	1	6	5	2	0	50	-50
t13	3	4	1	6	5	2	0	10	-10
t21	3	4	1	6	5	2	0	213	-213
t22	3	4	2	1	5	6	0	133	-133
t23	3	4	2	1	5	6	0	304	-304
t11	3	4	2	1	5	6	0	17	-17
t12	3	4	2	1	5	6	0	48	-48
t13	3	4	2	1	5	6	0	11	-11
t21	3	4	2	1	5	6	0	3	-3
t22	3	4	2	1	6	5	0	175	-175
t23	3	4	2	1	6	5	0	130	-130
t11	3	4	2	1	6	5	0	17	-17
t12	3	4	2	1	6	5	0	48	-48
t13	3	4	2	1	6	5	0	11	-11
t21	3	4	2	1	6	5	0	3	-3
t22	3	4	2	5	1	6	0	17	-17
t23	3	4	2	5	1	6	0	433	-433
t11	3	4	2	5	1	6	0	23	-23
t12	3	4	2	5	1	6	0	58	-58
t13	3	4	2	5	1	6	0	21	-21
t21	3	4	2	5	1	6	0	155	-155
t22	3	4	2	5	6	1	0	265	-265
t23	3	4	2	5	6	1	0	7	-7
t11	3	4	2	5	6	1	0	19	-19
t12	3	4	2	5	6	1	0	50	-50
t13	3	4	2	5	6	1	0	15	-15
t21	3	4	2	5	6	1	0	94	-94
t22	3	4	2	6	1	5	0	25	-25
t23	3	4	2	6	1	5	0	166	-166
t11	3	4	2	6	1	5	0	23	-23
t12	3	4	2	6	1	5	0	58	-58
t13	3	4	2	6	1	5	0	21	-21
t21	3	4	2	6	1	5	0	213	-213
t22	3	4	2	6	5	1	0	212	-212
t23	3	4	2	6	5	1	0	8	-8
t11	3	4	2	6	5	1	0	19	-19
t12	3	4	2	6	5	1	0	50	-50
t13	3	4	2	6	5	1	0	15	-15
t21	3	4	2	6	5	1	0	213	-213
t22	3	4	5	1	2	6	12	12	0
t23	3	4	5	1	2	6	371	202	169
t11	3	4	5	1	2	6	22	22	0
t12	3	4	5	1	2	6	45	45	0
t13	3	4	5	1	2	6	92	92	0
t21	3	4	5	1	2	6	3	3	0
t22	3	4	5	1	6	2	892	175	717
t23	3	4	5	1	6	2	17	9	8
t11	3	4	5	1	6	2	63	18	45
t12	3	4	5	1	6	2	146	31	115
t13	3	4	5	1	6	2	325	66	259
t21	3	4	5	1	6	2	3	3	0
t22	3	4	5	2	1	6	9	9	0
t23	3	4	5	2	1	6	371	268	103
t11	3	4	5	2	1	6	22	22	0
t12	3	4	5	2	1	6	45	45	0
t13	3	4	5	2	1	6	108	108	0
t21	3	4	5	2	1	6	12	12	0
t22	3	4	5	2	6	1	1111	179	932
t23	3	4	5	2	6	1	16	6	10
t11	3	4	5	2	6	1	73	18	55
t12	3	4	5	2	6	1	167	31	136
t13	3	4	5	2	6	1	379	66	313
t21	3	4	5	2	6	1	63	8	55
t22	3	4	5	6	1	2	0	25	-25
t23	3	4	5	6	1	2	0	16	-16
t11	3	4	5	6	1	2	0	24	-24
t12	3	4	5	6	1	2	0	47	-47
t13	3	4	5	6	1	2	0	100	-100
t21	3	4	5	6	1	2	0	213	-213
t22	3	4	5	6	2	1	0	30	-30
t23	3	4	5	6	2	1	0	7	-7
t11	3	4	5	6	2	1	0	24	-24
t12	3	4	5	6	2	1	0	47	-47
t13	3	4	5	6	2	1	0	100	-100
t21	3	4	5	6	2	1	0	213	-213
t22	3	4	6	1	2	5	12	12	0
t23	3	4	6	1	2	5	67	55	12
t11	3	4	6	1	2	5	22	22	0
t12	3	4	6	1	2	5	45	45	0
t13	3	4	6	1	2	5	142	142	0
t21	3	4	6	1	2	5	3	3	0
t22	3	4	6	1	5	2	72	72	0
t23	3	4	6	1	5	2	8	8	0
t11	3	4	6	1	5	2	18	18	0
t12	3	4	6	1	5	2	46	31	15
t13	3	4	6	1	5	2	145	145	0
t21	3	4	6	1	5	2	3	3	0
t22	3	4	6	2	1	5	9	9	0
t23	3	4	6	2	1	5	67	55	12
t11	3	4	6	2	1	5	22	22	0
t12	3	4	6	2	1	5	45	45	0
t13	3	4	6	2	1	5	147	147	0
t21	3	4	6	2	1	5	12	12	0
t22	3	4	6	2	5	1	72	72	0
t23	3	4	6	2	5	1	5	5	0
t11	3	4	6	2	5	1	18	18	0
t12	3	4	6	2	5	1	46	31	15
t13	3	4	6	2	5	1	147	145	2
t21	3	4	6	2	5	1	8	8	0
t22	3	4	6	5	1	2	12	10	2
t23	3	4	6	5	1	2	24	15	9
t11	3	4	6	5	1	2	38	24	14
t12	3	4	6	5	1	2	72	47	25
t13	3	4	6	5	1	2	241	203	38
t21	3	4	6	5	1	2	95	93	2
t22	3	4	6	5	2	1	27	15	12
t23	3	4	6	5	2	1	6	6	0
t11	3	4	6	5	2	1	38	24	14
t12	3	4	6	5	2	1	106	47	59
t13	3	4	6	5	2	1	288	203	85
t21	3	4	6	5	2	1	133	93	40
t22	3	5	1	2	4	6	0	46	-46
t23	3	5	1	2	4	6	0	255	-255
t11	3	5	1	2	4	6	0	17	-17
t12	3	5	1	2	4	6	0	69	-69
t13	3	5	1	2	4	6	0	11	-11
t21	3	5	1	2	4	6	0	7	-7
t22	3	5	1	2	6	4	0	178	-178
t23	3	5	1	2	6	4	0	43	-43
t11	3	5	1	2	6	4	0	17	-17
t12	3	5	1	2	6	4	0	53	-53
t13	3	5	1	2	6	4	0	10	-10
t21	3	5	1	2	6	4	0	7	-7
t22	3	5	1	4	2	6	0	13	-13
t23	3	5	1	4	2	6	0	306	-306
t11	3	5	1	4	2	6	0	23	-23
t12	3	5	1	4	2	6	0	86	-86
t13	3	5	1	4	2	6	0	14	-14
t21	3	5	1	4	2	6	0	46	-46
t22	3	5	1	4	6	2	0	203	-203
t23	3	5	1	4	6	2	0	11	-11
t11	3	5	1	4	6	2	0	19	-19
t12	3	5	1	4	6	2	0	53	-53
t13	3	5	1	4	6	2	0	10	-10
t21	3	5	1	4	6	2	0	32	-32
t22	3	5	1	6	2	4	0	29	-29
t23	3	5	1	6	2	4	0	60	-60
t11	3	5	1	6	2	4	0	23	-23
t12	3	5	1	6	2	4	0	73	-73
t13	3	5	1	6	2	4	0	12	-12
t21	3	5	1	6	2	4	0	213	-213
t22	3	5	1	6	4	2	0	84	-84
t23	3	5	1	6	4	2	0	11	-11
t11	3	5	1	6	4	2	0	19	-19
t12	3	5	1	6	4	2	0	69	-69
t13	3	5	1	6	4	2	0	12	-12
t21	3	5	1	6	4	2	0	213	-213
t22	3	5	2	1	4	6	0	46	-46
t23	3	5	2	1	4	6	0	236	-236
t11	3	5	2	1	4	6	0	17	-17
t12	3	5	2	1	4	6	0	69	-69
t13	3	5	2	1	4	6	0	14	-14
t21	3	5	2	1	4	6	0	3	-3
t22	3	5	2	1	6	4	0	175	-175
t23	3	5	2	1	6	4	0	43	-43
t11	3	5	2	1	6	4	0	17	-17
t12	3	5	2	1	6	4	0	53	-53
t13	3	5	2	1	6	4	0	13	-13
t21	3	5	2	1	6	4	0	3	-3
t22	3	5	2	4	1	6	0	9	-9
t23	3	5	2	4	1	6	0	302	-302
t11	3	5	2	4	1	6	0	23	-23
t12	3	5	2	4	1	6	0	86	-86
t13	3	5	2	4	1	6	0	23	-23
t21	3	5	2	4	1	6	0	46	-46
t22	3	5	2	4	6	1	0	203	-203
t23	3	5	2	4	6	1	0	7	-7
t11	3	5	2	4	6	1	0	19	-19
t12	3	5	2	4	6	1	0	53	-53
t13	3	5	2	4	6	1	0	15	-15
t21	3	5	2	4	6	1	0	32	-32
t22	3	5	2	6	1	4	0	25	-25
t23	3	5	2	6	1	4	0	60	-60
t11	3	5	2	6	1	4	0	23	-23
t12	3	5	2	6	1	4	0	73	-73
t13	3	5	2	6	1	4	0	21	-21
t21	3	5	2	6	1	4	0	213	-213
